num,person,angle,type,file,word,
380,1,정면,단어,KETI_SL_0000000380.MOV,친구,
384,1,정면,단어,KETI_SL_0000000384.MOV,택시,
385,1,정면,단어,KETI_SL_0000000385.MOV,토요일,
398,1,정면,단어,KETI_SL_0000000398.MOV,학교,
411,1,정면,단어,KETI_SL_0000000411.MOV,형,
417,1,정면,단어,KETI_SL_0000000417.MOV,화요일,
418,1,정면,단어,KETI_SL_0000000418.MOV,화장실,
420,1,측면,단어,KETI_SL_0000000420.MTS,0,
421,1,측면,단어,KETI_SL_0000000421.MTS,1,
422,1,측면,단어,KETI_SL_0000000422.MTS,2,
423,1,측면,단어,KETI_SL_0000000423.MTS,3,
424,1,측면,단어,KETI_SL_0000000424.MTS,4,
425,1,측면,단어,KETI_SL_0000000425.MTS,5,
426,1,측면,단어,KETI_SL_0000000426.MTS,6,
427,1,측면,단어,KETI_SL_0000000427.MTS,7,
428,1,측면,단어,KETI_SL_0000000428.MTS,8,
429,1,측면,단어,KETI_SL_0000000429.MTS,9,
430,1,측면,단어,KETI_SL_0000000430.MTS,10,
525,1,측면,단어,KETI_SL_0000000525.MTS,가렵다,
539,1,측면,단어,KETI_SL_0000000539.MTS,개,
557,1,측면,단어,KETI_SL_0000000557.MTS,공원,
571,1,측면,단어,KETI_SL_0000000571.MTS,금요일,
586,1,측면,단어,KETI_SL_0000000586.MTS,내년,
587,1,측면,단어,KETI_SL_0000000587.MTS,내일,
588,1,측면,단어,KETI_SL_0000000588.MTS,냄새나다,
592,1,측면,단어,KETI_SL_0000000592.MTS,누나,
609,1,측면,단어,KETI_SL_0000000609.MTS,동생,
628,1,측면,단어,KETI_SL_0000000628.MTS,목요일,
633,1,측면,단어,KETI_SL_0000000633.MTS,물,
635,1,측면,단어,KETI_SL_0000000635.MTS,아래,
636,1,측면,단어,KETI_SL_0000000636.MTS,바다,
646,1,측면,단어,KETI_SL_0000000646.MTS,배고프다,
651,1,측면,단어,KETI_SL_0000000651.MTS,병원,
658,1,측면,단어,KETI_SL_0000000658.MTS,불,
666,1,측면,단어,KETI_SL_0000000666.MTS,산,
669,1,측면,단어,KETI_SL_0000000669.MTS,삼키다,
675,1,측면,단어,KETI_SL_0000000675.MTS,선생님,
688,1,측면,단어,KETI_SL_0000000688.MTS,수요일,
699,1,측면,단어,KETI_SL_0000000699.MTS,아빠,
702,1,측면,단어,KETI_SL_0000000702.MTS,아파트,
706,1,측면,단어,KETI_SL_0000000706.MTS,앞,
712,1,측면,단어,KETI_SL_0000000712.MTS,어제,
713,1,측면,단어,KETI_SL_0000000713.MTS,어지러움,
714,1,측면,단어,KETI_SL_0000000714.MTS,언니,
716,1,측면,단어,KETI_SL_0000000716.MTS,엄마,
732,1,측면,단어,KETI_SL_0000000732.MTS,오늘,
733,1,측면,단어,KETI_SL_0000000733.MTS,오른쪽,
736,1,측면,단어,KETI_SL_0000000736.MTS,오빠,
738,1,측면,단어,KETI_SL_0000000738.MTS,올해,
739,1,측면,단어,KETI_SL_0000000739.MTS,왼쪽,
746,1,측면,단어,KETI_SL_0000000746.MTS,월요일,
748,1,측면,단어,KETI_SL_0000000748.MTS,위에,
756,1,측면,단어,KETI_SL_0000000756.MTS,음식물,
765,1,측면,단어,KETI_SL_0000000765.MTS,일요일,
768,1,측면,단어,KETI_SL_0000000768.MTS,자동차,
771,1,측면,단어,KETI_SL_0000000771.MTS,작년,
786,1,측면,단어,KETI_SL_0000000786.MTS,집,
799,1,측면,단어,KETI_SL_0000000799.MTS,친구,
803,1,측면,단어,KETI_SL_0000000803.MTS,택시,
804,1,측면,단어,KETI_SL_0000000804.MTS,토요일,
817,1,측면,단어,KETI_SL_0000000817.MTS,학교,
830,1,측면,단어,KETI_SL_0000000830.MTS,형,
836,1,측면,단어,KETI_SL_0000000836.MTS,화요일,
837,1,측면,단어,KETI_SL_0000000837.MTS,화장실,
839,2,정면,단어,KETI_SL_0000000839.MTS,0,
840,2,정면,단어,KETI_SL_0000000840.MTS,1,
841,2,정면,단어,KETI_SL_0000000841.MTS,2,
842,2,정면,단어,KETI_SL_0000000842.MTS,3,
843,2,정면,단어,KETI_SL_0000000843.MTS,4,
844,2,정면,단어,KETI_SL_0000000844.MTS,5,
845,2,정면,단어,KETI_SL_0000000845.MTS,6,
846,2,정면,단어,KETI_SL_0000000846.MTS,7,
847,2,정면,단어,KETI_SL_0000000847.MTS,8,
848,2,정면,단어,KETI_SL_0000000848.MTS,9,
849,2,정면,단어,KETI_SL_0000000849.MTS,10,
942,2,정면,단어,KETI_SL_0000000942.MTS,가렵다,
956,2,정면,단어,KETI_SL_0000000956.MTS,개,
972,2,정면,단어,KETI_SL_0000000972.MTS,공원,
985,2,정면,단어,KETI_SL_0000000985.MTS,금요일,
1000,2,정면,단어,KETI_SL_0000001000.MTS,내년,
1001,2,정면,단어,KETI_SL_0000001001.MTS,내일,
1002,2,정면,단어,KETI_SL_0000001002.MTS,냄새나다,
1007,2,정면,단어,KETI_SL_0000001007.MTS,누나,
1023,2,정면,단어,KETI_SL_0000001023.MTS,동생,
1041,2,정면,단어,KETI_SL_0000001041.MTS,목요일,
1045,2,정면,단어,KETI_SL_0000001045.MTS,물,
1047,2,정면,단어,KETI_SL_0000001047.MTS,바다,
1056,2,정면,단어,KETI_SL_0000001056.MTS,배고프다,
1061,2,정면,단어,KETI_SL_0000001061.MTS,병원,
1070,2,정면,단어,KETI_SL_0000001070.MTS,불,
1079,2,정면,단어,KETI_SL_0000001079.MTS,산,
1082,2,정면,단어,KETI_SL_0000001082.MTS,삼키다,
1088,2,정면,단어,KETI_SL_0000001088.MTS,선생님,
1101,2,정면,단어,KETI_SL_0000001101.MTS,수요일,
1111,2,정면,단어,KETI_SL_0000001111.MTS,아래,
1112,2,정면,단어,KETI_SL_0000001112.MTS,아빠,
1116,2,정면,단어,KETI_SL_0000001116.MTS,아파트,
1120,2,정면,단어,KETI_SL_0000001120.MTS,앞,
1127,2,정면,단어,KETI_SL_0000001127.MTS,어제,
1128,2,정면,단어,KETI_SL_0000001128.MTS,어지러움,
1129,2,정면,단어,KETI_SL_0000001129.MTS,언니,
1131,2,정면,단어,KETI_SL_0000001131.MTS,엄마,
1147,2,정면,단어,KETI_SL_0000001147.MTS,오늘,
1148,2,정면,단어,KETI_SL_0000001148.MTS,오른쪽,
1151,2,정면,단어,KETI_SL_0000001151.MTS,오빠,
1153,2,정면,단어,KETI_SL_0000001153.MTS,올해,
1154,2,정면,단어,KETI_SL_0000001154.MTS,왼쪽,
1161,2,정면,단어,KETI_SL_0000001161.MTS,월요일,
1163,2,정면,단어,KETI_SL_0000001163.MTS,위에,
1171,2,정면,단어,KETI_SL_0000001171.MTS,음식물,
1180,2,정면,단어,KETI_SL_0000001180.MTS,일요일,
1183,2,정면,단어,KETI_SL_0000001183.MTS,자동차,
1186,2,정면,단어,KETI_SL_0000001186.MTS,작년,
1202,2,정면,단어,KETI_SL_0000001202.MTS,집,
1214,2,정면,단어,KETI_SL_0000001214.MTS,친구,
1219,2,정면,단어,KETI_SL_0000001219.MTS,택시,
1220,2,정면,단어,KETI_SL_0000001220.MTS,토요일,
1234,2,정면,단어,KETI_SL_0000001234.MTS,학교,
1247,2,정면,단어,KETI_SL_0000001247.MTS,형,
1253,2,정면,단어,KETI_SL_0000001253.MTS,화요일,
1254,2,정면,단어,KETI_SL_0000001254.MTS,화장실,
1258,2,측면,단어,KETI_SL_0000001258.MTS,0,
1259,2,측면,단어,KETI_SL_0000001259.MTS,1,
1260,2,측면,단어,KETI_SL_0000001260.MTS,2,
1261,2,측면,단어,KETI_SL_0000001261.MTS,3,
1262,2,측면,단어,KETI_SL_0000001262.MTS,4,
1263,2,측면,단어,KETI_SL_0000001263.MTS,5,
1264,2,측면,단어,KETI_SL_0000001264.MTS,6,
1265,2,측면,단어,KETI_SL_0000001265.MTS,7,
1266,2,측면,단어,KETI_SL_0000001266.MTS,8,
1267,2,측면,단어,KETI_SL_0000001267.MTS,9,
1268,2,측면,단어,KETI_SL_0000001268.MTS,10,
1361,2,측면,단어,KETI_SL_0000001361.MTS,가렵다,
1375,2,측면,단어,KETI_SL_0000001375.MTS,개,
1391,2,측면,단어,KETI_SL_0000001391.MTS,공원,
1404,2,측면,단어,KETI_SL_0000001404.MTS,금요일,
1419,2,측면,단어,KETI_SL_0000001419.MTS,내년,
1420,2,측면,단어,KETI_SL_0000001420.MTS,내일,
1421,2,측면,단어,KETI_SL_0000001421.MTS,냄새나다,
1426,2,측면,단어,KETI_SL_0000001426.MTS,누나,
1442,2,측면,단어,KETI_SL_0000001442.MTS,동생,
1460,2,측면,단어,KETI_SL_0000001460.MTS,목요일,
1464,2,측면,단어,KETI_SL_0000001464.MTS,물,
1466,2,측면,단어,KETI_SL_0000001466.MTS,바다,
1475,2,측면,단어,KETI_SL_0000001475.MTS,배고프다,
1480,2,측면,단어,KETI_SL_0000001480.MTS,병원,
1489,2,측면,단어,KETI_SL_0000001489.MTS,불,
1498,2,측면,단어,KETI_SL_0000001498.MTS,산,
1501,2,측면,단어,KETI_SL_0000001501.MTS,삼키다,
1507,2,측면,단어,KETI_SL_0000001507.MTS,선생님,
1520,2,측면,단어,KETI_SL_0000001520.MTS,수요일,
1530,2,측면,단어,KETI_SL_0000001530.MTS,아래,
1531,2,측면,단어,KETI_SL_0000001531.MTS,아빠,
1535,2,측면,단어,KETI_SL_0000001535.MTS,아파트,
1539,2,측면,단어,KETI_SL_0000001539.MTS,앞,
1546,2,측면,단어,KETI_SL_0000001546.MTS,어제,
1547,2,측면,단어,KETI_SL_0000001547.MTS,어지러움,
1548,2,측면,단어,KETI_SL_0000001548.MTS,언니,
1550,2,측면,단어,KETI_SL_0000001550.MTS,엄마,
1566,2,측면,단어,KETI_SL_0000001566.MTS,오늘,
1567,2,측면,단어,KETI_SL_0000001567.MTS,오른쪽,
1570,2,측면,단어,KETI_SL_0000001570.MTS,오빠,
1572,2,측면,단어,KETI_SL_0000001572.MTS,올해,
1573,2,측면,단어,KETI_SL_0000001573.MTS,왼쪽,
1580,2,측면,단어,KETI_SL_0000001580.MTS,월요일,
1582,2,측면,단어,KETI_SL_0000001582.MTS,위에,
1590,2,측면,단어,KETI_SL_0000001590.MTS,음식물,
1599,2,측면,단어,KETI_SL_0000001599.MTS,일요일,
1602,2,측면,단어,KETI_SL_0000001602.MTS,자동차,
1605,2,측면,단어,KETI_SL_0000001605.MTS,작년,
1621,2,측면,단어,KETI_SL_0000001621.MTS,집,
1633,2,측면,단어,KETI_SL_0000001633.MTS,친구,
1638,2,측면,단어,KETI_SL_0000001638.MTS,택시,
1639,2,측면,단어,KETI_SL_0000001639.MTS,토요일,
1653,2,측면,단어,KETI_SL_0000001653.MTS,학교,
1666,2,측면,단어,KETI_SL_0000001666.MTS,형,
1672,2,측면,단어,KETI_SL_0000001672.MTS,화요일,
1673,2,측면,단어,KETI_SL_0000001673.MTS,화장실,
1677,3,정면,단어,KETI_SL_0000001677.MOV,0,
1678,3,정면,단어,KETI_SL_0000001678.MOV,9,
1685,3,정면,단어,KETI_SL_0000001685.MOV,가렵다,
1689,3,정면,단어,KETI_SL_0000001689.MOV,10,
1701,3,정면,단어,KETI_SL_0000001701.MOV,개,
1718,3,정면,단어,KETI_SL_0000001718.MOV,공원,
1732,3,정면,단어,KETI_SL_0000001732.MOV,금요일,
1749,3,정면,단어,KETI_SL_0000001749.MOV,내년,
1750,3,정면,단어,KETI_SL_0000001750.MOV,내일,
1751,3,정면,단어,KETI_SL_0000001751.MOV,냄새나다,
1757,3,정면,단어,KETI_SL_0000001757.MOV,누나,
1774,3,정면,단어,KETI_SL_0000001774.MOV,동생,
1788,3,정면,단어,KETI_SL_0000001788.MOV,1,
1795,3,정면,단어,KETI_SL_0000001795.MOV,목요일,
1799,3,정면,단어,KETI_SL_0000001799.MOV,물,
1802,3,정면,단어,KETI_SL_0000001802.MOV,바다,
1812,3,정면,단어,KETI_SL_0000001812.MOV,배고프다,
1817,3,정면,단어,KETI_SL_0000001817.MOV,병원,
1827,3,정면,단어,KETI_SL_0000001827.MOV,불,
1837,3,정면,단어,KETI_SL_0000001837.MOV,산,
1840,3,정면,단어,KETI_SL_0000001840.MOV,삼키다,
1847,3,정면,단어,KETI_SL_0000001847.MOV,선생님,
1861,3,정면,단어,KETI_SL_0000001861.MOV,수요일,
1872,3,정면,단어,KETI_SL_0000001872.MOV,아래,
1873,3,정면,단어,KETI_SL_0000001873.MOV,아빠,
1878,3,정면,단어,KETI_SL_0000001878.MOV,아파트,
1882,3,정면,단어,KETI_SL_0000001882.MOV,앞,
1890,3,정면,단어,KETI_SL_0000001890.MOV,어제,
1891,3,정면,단어,KETI_SL_0000001891.MOV,어지러움,
1892,3,정면,단어,KETI_SL_0000001892.MOV,언니,
1894,3,정면,단어,KETI_SL_0000001894.MOV,엄마,
1899,3,정면,단어,KETI_SL_0000001899.MOV,2,
1913,3,정면,단어,KETI_SL_0000001913.MOV,오늘,
1914,3,정면,단어,KETI_SL_0000001914.MOV,오른쪽,
1917,3,정면,단어,KETI_SL_0000001917.MOV,오빠,
1919,3,정면,단어,KETI_SL_0000001919.MOV,올해,
1920,3,정면,단어,KETI_SL_0000001920.MOV,왼쪽,
1928,3,정면,단어,KETI_SL_0000001928.MOV,월요일,
1930,3,정면,단어,KETI_SL_0000001930.MOV,위에,
1939,3,정면,단어,KETI_SL_0000001939.MOV,음식물,
1949,3,정면,단어,KETI_SL_0000001949.MOV,일요일,
1952,3,정면,단어,KETI_SL_0000001952.MOV,자동차,
1956,3,정면,단어,KETI_SL_0000001956.MOV,작년,
1973,3,정면,단어,KETI_SL_0000001973.MOV,집,
1986,3,정면,단어,KETI_SL_0000001986.MOV,친구,
1992,3,정면,단어,KETI_SL_0000001992.MOV,택시,
1993,3,정면,단어,KETI_SL_0000001993.MOV,토요일,
2008,3,정면,단어,KETI_SL_0000002008.MOV,학교,
2010,3,정면,단어,KETI_SL_0000002010.MOV,3,
2024,3,정면,단어,KETI_SL_0000002024.MOV,형,
2030,3,정면,단어,KETI_SL_0000002030.MOV,화요일,
2031,3,정면,단어,KETI_SL_0000002031.MOV,화장실,
2041,3,정면,단어,KETI_SL_0000002041.MOV,4,
2052,3,정면,단어,KETI_SL_0000002052.MOV,5,
2063,3,정면,단어,KETI_SL_0000002063.MOV,6,
2074,3,정면,단어,KETI_SL_0000002074.MOV,7,
2085,3,정면,단어,KETI_SL_0000002085.MOV,8,
2096,3,측면,단어,KETI_SL_0000002096.MP4,0,
2097,3,측면,단어,KETI_SL_0000002097.MP4,9,
2104,3,측면,단어,KETI_SL_0000002104.MP4,가렵다,
2108,3,측면,단어,KETI_SL_0000002108.MP4,10,
2120,3,측면,단어,KETI_SL_0000002120.MP4,개,
2137,3,측면,단어,KETI_SL_0000002137.MP4,공원,
2151,3,측면,단어,KETI_SL_0000002151.MP4,금요일,
2168,3,측면,단어,KETI_SL_0000002168.MP4,내년,
2169,3,측면,단어,KETI_SL_0000002169.MP4,내일,
2170,3,측면,단어,KETI_SL_0000002170.MP4,냄새나다,
2176,3,측면,단어,KETI_SL_0000002176.MP4,누나,
2193,3,측면,단어,KETI_SL_0000002193.MP4,동생,
2207,3,측면,단어,KETI_SL_0000002207.MP4,1,
2214,3,측면,단어,KETI_SL_0000002214.MP4,목요일,
2218,3,측면,단어,KETI_SL_0000002218.MP4,물,
2221,3,측면,단어,KETI_SL_0000002221.MP4,바다,
2231,3,측면,단어,KETI_SL_0000002231.MP4,배고프다,
2236,3,측면,단어,KETI_SL_0000002236.MP4,병원,
2246,3,측면,단어,KETI_SL_0000002246.MP4,불,
2256,3,측면,단어,KETI_SL_0000002256.MTS,산,
2259,3,측면,단어,KETI_SL_0000002259.MP4,삼키다,
2266,3,측면,단어,KETI_SL_0000002266.MP4,선생님,
2280,3,측면,단어,KETI_SL_0000002280.MP4,수요일,
2291,3,측면,단어,KETI_SL_0000002291.MP4,아래,
2292,3,측면,단어,KETI_SL_0000002292.MP4,아빠,
2297,3,측면,단어,KETI_SL_0000002297.MP4,아파트,
2301,3,측면,단어,KETI_SL_0000002301.MP4,앞,
2309,3,측면,단어,KETI_SL_0000002309.MP4,어제,
2310,3,측면,단어,KETI_SL_0000002310.MP4,어지러움,
2311,3,측면,단어,KETI_SL_0000002311.MP4,언니,
2313,3,측면,단어,KETI_SL_0000002313.MP4,엄마,
2318,3,측면,단어,KETI_SL_0000002318.MP4,2,
2332,3,측면,단어,KETI_SL_0000002332.MP4,오늘,
2333,3,측면,단어,KETI_SL_0000002333.MP4,오른쪽,
2336,3,측면,단어,KETI_SL_0000002336.MP4,오빠,
2338,3,측면,단어,KETI_SL_0000002338.MP4,올해,
2339,3,측면,단어,KETI_SL_0000002339.MP4,왼쪽,
2347,3,측면,단어,KETI_SL_0000002347.MP4,월요일,
2349,3,측면,단어,KETI_SL_0000002349.MP4,위에,
2358,3,측면,단어,KETI_SL_0000002358.MP4,음식물,
2368,3,측면,단어,KETI_SL_0000002368.MP4,일요일,
2371,3,측면,단어,KETI_SL_0000002371.MP4,자동차,
2375,3,측면,단어,KETI_SL_0000002375.MP4,작년,
2392,3,측면,단어,KETI_SL_0000002392.MP4,집,
2405,3,측면,단어,KETI_SL_0000002405.MP4,친구,
2411,3,측면,단어,KETI_SL_0000002411.MP4,택시,
2412,3,측면,단어,KETI_SL_0000002412.MP4,토요일,
2427,3,측면,단어,KETI_SL_0000002427.MP4,학교,
2429,3,측면,단어,KETI_SL_0000002429.MP4,3,
2443,3,측면,단어,KETI_SL_0000002443.MP4,형,
2449,3,측면,단어,KETI_SL_0000002449.MP4,화요일,
2450,3,측면,단어,KETI_SL_0000002450.MP4,화장실,
2460,3,측면,단어,KETI_SL_0000002460.MP4,4,
2471,3,측면,단어,KETI_SL_0000002471.MP4,5,
2482,3,측면,단어,KETI_SL_0000002482.MP4,6,
2493,3,측면,단어,KETI_SL_0000002493.MP4,7,
2504,3,측면,단어,KETI_SL_0000002504.MP4,8,
2515,4,정면,단어,KETI_SL_0000002515.MOV,0,
2516,4,정면,단어,KETI_SL_0000002516.MOV,1,
2517,4,정면,단어,KETI_SL_0000002517.MOV,2,
2518,4,정면,단어,KETI_SL_0000002518.MOV,3,
2519,4,정면,단어,KETI_SL_0000002519.MOV,4,
2520,4,정면,단어,KETI_SL_0000002520.MOV,5,
2521,4,정면,단어,KETI_SL_0000002521.MOV,6,
2522,4,정면,단어,KETI_SL_0000002522.MOV,7,
2523,4,정면,단어,KETI_SL_0000002523.MOV,8,
2524,4,정면,단어,KETI_SL_0000002524.MOV,9,
2525,4,정면,단어,KETI_SL_0000002525.MOV,10,
2620,4,정면,단어,KETI_SL_0000002620.MOV,가렵다,
2634,4,정면,단어,KETI_SL_0000002634.MOV,개,
2652,4,정면,단어,KETI_SL_0000002652.MOV,공원,
2666,4,정면,단어,KETI_SL_0000002666.MOV,금요일,
2681,4,정면,단어,KETI_SL_0000002681.MOV,내년,
2682,4,정면,단어,KETI_SL_0000002682.MOV,내일,
2683,4,정면,단어,KETI_SL_0000002683.MOV,냄새나다,
2687,4,정면,단어,KETI_SL_0000002687.MOV,누나,
2704,4,정면,단어,KETI_SL_0000002704.MOV,동생,
2723,4,정면,단어,KETI_SL_0000002723.MOV,목요일,
2728,4,정면,단어,KETI_SL_0000002728.MOV,물,
2730,4,정면,단어,KETI_SL_0000002730.MOV,아래,
2731,4,정면,단어,KETI_SL_0000002731.MOV,바다,
2741,4,정면,단어,KETI_SL_0000002741.MOV,배고프다,
2746,4,정면,단어,KETI_SL_0000002746.MOV,병원,
2753,4,정면,단어,KETI_SL_0000002753.MOV,불,
2761,4,정면,단어,KETI_SL_0000002761.MOV,산,
2764,4,정면,단어,KETI_SL_0000002764.MOV,삼키다,
2770,4,정면,단어,KETI_SL_0000002770.MOV,선생님,
2783,4,정면,단어,KETI_SL_0000002783.MOV,수요일,
2794,4,정면,단어,KETI_SL_0000002794.MOV,아빠,
2797,4,정면,단어,KETI_SL_0000002797.MOV,아파트,
2801,4,정면,단어,KETI_SL_0000002801.MOV,앞,
2807,4,정면,단어,KETI_SL_0000002807.MOV,어제,
2808,4,정면,단어,KETI_SL_0000002808.MOV,어지러움,
2809,4,정면,단어,KETI_SL_0000002809.MOV,언니,
2811,4,정면,단어,KETI_SL_0000002811.MOV,엄마,
2827,4,정면,단어,KETI_SL_0000002827.MOV,오늘,
2828,4,정면,단어,KETI_SL_0000002828.MOV,오른쪽,
2831,4,정면,단어,KETI_SL_0000002831.MOV,오빠,
2833,4,정면,단어,KETI_SL_0000002833.MOV,올해,
2834,4,정면,단어,KETI_SL_0000002834.MOV,왼쪽,
2841,4,정면,단어,KETI_SL_0000002841.MOV,월요일,
2843,4,정면,단어,KETI_SL_0000002843.MOV,위에,
2851,4,정면,단어,KETI_SL_0000002851.MOV,음식물,
2860,4,정면,단어,KETI_SL_0000002860.MOV,일요일,
2863,4,정면,단어,KETI_SL_0000002863.MOV,자동차,
2866,4,정면,단어,KETI_SL_0000002866.MOV,작년,
2880,4,정면,단어,KETI_SL_0000002880.MOV,집,
2893,4,정면,단어,KETI_SL_0000002893.MOV,친구,
2897,4,정면,단어,KETI_SL_0000002897.MOV,택시,
2898,4,정면,단어,KETI_SL_0000002898.MOV,토요일,
2911,4,정면,단어,KETI_SL_0000002911.MOV,학교,
2924,4,정면,단어,KETI_SL_0000002924.MOV,형,
2930,4,정면,단어,KETI_SL_0000002930.MOV,화요일,
2931,4,정면,단어,KETI_SL_0000002931.MOV,화장실,
2934,4,측면,단어,KETI_SL_0000002934.MTS,0,
2935,4,측면,단어,KETI_SL_0000002935.MTS,1,
2936,4,측면,단어,KETI_SL_0000002936.MTS,2,
2937,4,측면,단어,KETI_SL_0000002937.MTS,3,
2938,4,측면,단어,KETI_SL_0000002938.MTS,4,
2939,4,측면,단어,KETI_SL_0000002939.MTS,5,
2940,4,측면,단어,KETI_SL_0000002940.MTS,6,
2941,4,측면,단어,KETI_SL_0000002941.MTS,7,
2942,4,측면,단어,KETI_SL_0000002942.MTS,8,
2943,4,측면,단어,KETI_SL_0000002943.MTS,9,
2944,4,측면,단어,KETI_SL_0000002944.MTS,10,
3039,4,측면,단어,KETI_SL_0000003039.MTS,가렵다,
3053,4,측면,단어,KETI_SL_0000003053.MTS,개,
3071,4,측면,단어,KETI_SL_0000003071.MTS,공원,
3085,4,측면,단어,KETI_SL_0000003085.MTS,금요일,
3100,4,측면,단어,KETI_SL_0000003100.MTS,내년,
3101,4,측면,단어,KETI_SL_0000003101.MTS,내일,
3102,4,측면,단어,KETI_SL_0000003102.MTS,냄새나다,
3106,4,측면,단어,KETI_SL_0000003106.MTS,누나,
3123,4,측면,단어,KETI_SL_0000003123.MTS,동생,
3142,4,측면,단어,KETI_SL_0000003142.MTS,목요일,
3147,4,측면,단어,KETI_SL_0000003147.MTS,물,
3149,4,측면,단어,KETI_SL_0000003149.MTS,아래,
3150,4,측면,단어,KETI_SL_0000003150.MTS,바다,
3160,4,측면,단어,KETI_SL_0000003160.MTS,배고프다,
3165,4,측면,단어,KETI_SL_0000003165.MTS,병원,
3172,4,측면,단어,KETI_SL_0000003172.MTS,불,
3180,4,측면,단어,KETI_SL_0000003180.MTS,산,
3183,4,측면,단어,KETI_SL_0000003183.MTS,삼키다,
3189,4,측면,단어,KETI_SL_0000003189.MTS,선생님,
3202,4,측면,단어,KETI_SL_0000003202.MTS,수요일,
3213,4,측면,단어,KETI_SL_0000003213.MTS,아빠,
3216,4,측면,단어,KETI_SL_0000003216.MTS,아파트,
3220,4,측면,단어,KETI_SL_0000003220.MTS,앞,
3226,4,측면,단어,KETI_SL_0000003226.MTS,어제,
3227,4,측면,단어,KETI_SL_0000003227.MTS,어지러움,
3228,4,측면,단어,KETI_SL_0000003228.MTS,언니,
3230,4,측면,단어,KETI_SL_0000003230.MTS,엄마,
3246,4,측면,단어,KETI_SL_0000003246.MTS,오늘,
3247,4,측면,단어,KETI_SL_0000003247.MTS,오른쪽,
3250,4,측면,단어,KETI_SL_0000003250.MTS,오빠,
3252,4,측면,단어,KETI_SL_0000003252.MTS,올해,
3253,4,측면,단어,KETI_SL_0000003253.MTS,왼쪽,
3260,4,측면,단어,KETI_SL_0000003260.MTS,월요일,
3262,4,측면,단어,KETI_SL_0000003262.MTS,위에,
3270,4,측면,단어,KETI_SL_0000003270.MTS,음식물,
3279,4,측면,단어,KETI_SL_0000003279.MTS,일요일,
3282,4,측면,단어,KETI_SL_0000003282.MTS,자동차,
3285,4,측면,단어,KETI_SL_0000003285.MTS,작년,
3299,4,측면,단어,KETI_SL_0000003299.MTS,집,
3312,4,측면,단어,KETI_SL_0000003312.MTS,친구,
